poblacion,generaciones_config,semilla,generacion,min_fitness,avg_fitness
100,30,7,8,790.5,1057.93
100,30,7,9,776.0,1051.105
100,30,7,10,771.5,1049.14
100,30,7,11,705.0,976.19
100,30,7,12,705.0,941.34
100,30,7,13,705.0,858.445
100,30,7,14,679.0,852.235
100,30,7,15,673.5,794.415
100,30,7,16,658.5,813.46
100,30,7,17,652.0,766.39
100,30,7,18,642.5,756.93
100,30,7,19,637.0,729.195
100,30,7,20,620.5,717.43
100,30,7,21,620.5,724.69
100,30,7,22,616.5,708.27
100,30,7,23,616.5,681.18
100,30,7,24,615.5,679.21
100,30,7,25,604.5,645.57
100,30,7,26,604.5,649.735
100,30,7,27,604.5,665.355
100,30,7,28,604.5,652.885
100,30,7,29,604.0,629.53
100,30,7,30,604.0,637.87
100,30,8,0,1163.0,2668.555
100,30,8,1,980.0,2172.56
100,30,8,2,889.0,1924.865
100,30,8,3,788.0,1626.27
100,30,8,4,788.0,1460.23
100,30,8,5,788.0,1259.955
100,30,8,6,706.5,1114.46
100,30,8,7,706.5,1045.885
100,30,8,8,706.5,919.385
100,30,8,9,688.0,825.83
100,30,8,10,688.0,769.79
100,30,8,11,686.0,751.595
100,30,8,12,685.0,732.635
100,30,8,13,675.5,725.815
100,30,8,14,655.0,732.095
100,30,8,15,655.0,727.415
100,30,8,16,655.0,710.33
100,30,8,17,655.0,696.83
100,30,8,18,655.0,686.01
100,30,8,19,648.0,706.64
100,30,8,20,644.5,696.67
100,30,8,21,644.5,672.875
100,30,8,22,637.0,672.105
100,30,8,23,637.0,694.355
100,30,8,24,631.0,702.385
100,30,8,25,631.0,672.005
100,30,8,26,628.0,671.835
100,30,8,27,625.5,682.135
100,30,8,28,613.5,671.4
100,30,8,29,613.5,650.85
100,30,8,30,612.0,645.63
100,60,1,0,1448.5,2698.795
100,60,1,1,1311.0,2375.08
100,60,1,2,1092.0,2050.375
100,60,1,3,1078.5,1774.275
100,60,1,4,1067.0,1511.705
100,60,1,5,957.0,1474.975
100,60,1,6,904.5,1290.57
100,60,1,7,812.5,1228.27
100,60,1,8,798.0,1105.225
100,60,1,9,745.0,1110.445
100,60,1,10,745.0,1029.035
100,60,1,11,679.5,1030.61
100,60,1,12,665.0,980.705
100,60,1,13,649.5,947.215
100,60,1,14,642.0,924.585
100,60,1,15,630.0,834.895
100,60,1,16,630.0,773.925
100,60,1,17,630.0,778.49
100,60,1,18,630.0,700.3
100,60,1,19,629.5,684.37
100,60,1,20,621.0,671.74
100,60,1,21,620.5,696.315
100,60,1,22,615.5,671.935
100,60,1,23,615.0,672.175
100,60,1,24,611.0,654.495
100,60,1,25,606.5,645.195
100,60,1,26,597.0,658.31
100,60,1,27,597.0,683.665
100,60,1,28,597.0,673.07
100,60,1,29,597.0,679.82
100,60,1,30,597.0,645.81
100,60,1,31,597.0,662.635
100,60,1,32,597.0,677.01
100,60,1,33,597.0,649.435
100,60,1,34,597.0,641.425
100,60,1,35,597.0,657.83
100,60,1,36,597.0,664.4
100,60,1,37,597.0,651.575
100,60,1,38,596.5,666.53
100,60,1,39,596.5,643.59
100,60,1,40,596.5,648.875
100,60,1,41,596.5,635.85
100,60,1,42,596.5,613.005
100,60,1,43,596.5,649.58
100,60,1,44,596.5,633.815
100,60,1,45,587.5,640.185
100,60,1,46,587.5,634.035
100,60,1,47,579.5,625.005
100,60,1,48,579.5,653.155
100,60,1,49,579.5,648.73
100,60,1,50,579.5,603.525
100,60,1,51,579.5,625.36
100,60,1,52,579.5,603.055
100,60,1,53,565.0,607.85
100,60,1,54,565.0,617.185
100,60,1,55,565.0,605.14
100,60,1,56,565.0,625.18
100,60,1,57,565.0,627.235
100,60,1,58,565.0,620.33
100,60,1,59,565.0,617.225
100,60,1,60,565.0,600.285
100,60,2,0,1222.0,2603.065
100,60,2,1,1222.0,2170.06
100,60,2,2,862.0,1904.645
100,60,2,3,862.0,1719.765
100,60,2,4,862.0,1584.17
100,60,2,5,855.0,1344.825
100,60,2,6,797.0,1238.545
100,60,2,7,797.0,1144.3
100,60,2,8,755.5,1052.33
100,60,2,9,755.5,962.26
100,60,2,10,755.5,1004.515
100,60,2,11,748.5,899.51
100,60,2,12,659.5,877.64
100,60,2,13,659.5,802.865
100,60,2,14,655.5,806.98
100,60,2,15,644.5,783.1
100,60,2,16,644.5,729.11
100,60,2,17,644.5,704.75
100,60,2,18,644.5,704.66
100,60,2,19,639.5,695.245
100,60,2,20,635.5,732.725
100,60,2,21,635.5,690.68
100,60,2,22,630.5,683.12
100,60,2,23,630.5,694.77
100,60,2,24,622.5,673.61
100,60,2,25,621.5,693.635
100,60,2,26,621.5,673.78
100,60,2,27,621.5,683.395
100,60,2,28,610.5,668.445
100,60,2,29,608.5,671.965
100,60,2,30,608.5,684.88
100,60,2,31,608.5,679.725
100,60,2,32,608.5,660.425
100,60,2,33,608.5,649.075
100,60,2,34,608.5,631.45
100,60,2,35,599.5,671.395
100,60,2,36,599.5,655.33
100,60,2,37,599.5,644.025
100,60,2,38,599.5,636.1
100,60,2,39,599.5,641.655
100,60,2,40,599.0,628.225
100,60,2,41,599.0,657.29
100,60,2,42,599.0,638.995
100,60,2,43,599.0,635.55
100,60,2,44,599.0,640.735
100,60,2,45,599.0,628.595
100,60,2,46,599.0,637.02
100,60,2,47,599.0,629.77
100,60,2,48,596.5,668.375
100,60,2,49,596.5,626.685
100,60,2,50,596.5,613.715
100,60,2,51,596.5,630.08
100,60,2,52,582.0,633.93
100,60,2,53,582.0,664.65
100,60,2,54,582.0,623.84
100,60,2,55,582.0,632.88
100,60,2,56,582.0,617.285
100,60,2,57,582.0,625.505
100,60,2,58,582.0,622.385
100,60,2,59,582.0,629.705
100,60,2,60,571.0,611.49
100,60,3,0,1064.0,2737.825
100,60,3,1,975.5,2203.425
100,60,3,2,951.5,1954.985
100,60,3,3,892.5,1638.81
100,60,3,4,849.5,1271.74
100,60,3,5,820.0,1073.21
100,60,3,6,820.0,979.665
100,60,3,7,820.0,954.485
100,60,3,8,734.0,913.74
100,60,3,9,734.0,860.13
100,60,3,10,658.5,852.77
100,60,3,11,644.5,834.87
100,60,3,12,638.5,775.13
100,60,3,13,638.5,737.4
100,60,3,14,628.0,706.48
100,60,3,15,619.0,677.46
100,60,3,16,618.5,700.1
100,60,3,17,612.5,691.76
100,60,3,18,612.5,676.4
100,60,3,19,603.5,670.935
100,60,3,20,603.5,671.105
100,60,3,21,603.5,650.05
100,60,3,22,603.0,648.63
100,60,3,23,603.0,661.87
100,60,3,24,592.5,644.46
100,60,3,25,592.0,634.17
100,60,3,26,592.0,657.07
100,60,3,27,591.5,660.675
100,60,3,28,591.5,644.46
100,60,3,29,586.5,661.06
100,60,3,30,586.5,634.005
100,60,3,31,586.5,649.92
100,60,3,32,586.5,647.4
100,60,3,33,586.5,619.095
100,60,3,34,586.5,624.53
100,60,3,35,586.5,615.335
100,60,3,36,577.5,632.8
100,60,3,37,577.5,618.87
100,60,3,38,577.5,632.28
100,60,3,39,577.5,627.845
100,60,3,40,577.5,665.675
100,60,3,41,577.5,623.685
100,60,3,42,577.5,624.35
100,60,3,43,577.5,645.415
100,60,3,44,577.5,604.905
100,60,3,45,577.5,628.085
100,60,3,46,577.5,605.275
100,60,3,47,577.5,600.215
100,60,3,48,577.0,610.055
100,60,3,49,577.0,613.745
100,60,3,50,577.0,615.415
100,60,3,51,577.0,603.085
100,60,3,52,572.0,616.805
100,60,3,53,571.5,623.205
100,60,3,54,571.5,641.33
100,60,3,55,571.5,602.495
100,60,3,56,571.5,611.035
100,60,3,57,571.5,632.725
100,60,3,58,571.5,624.41
100,60,3,59,571.5,619.265
100,60,3,60,571.5,631.17
100,60,4,0,1458.5,2549.96
100,60,4,1,1256.5,2066.695
100,60,4,2,984.0,1787.57
100,60,4,3,890.5,1653.26
100,60,4,4,890.5,1534.525
100,60,4,5,821.0,1353.135
100,60,4,6,784.5,1249.1
100,60,4,7,782.0,1102.66
100,60,4,8,703.0,1040.415
100,60,4,9,694.0,948.48
100,60,4,10,689.0,876.79
100,60,4,11,689.0,890.475
100,60,4,12,664.5,848.085
100,60,4,13,653.5,795.68
100,60,4,14,653.5,756.325
100,60,4,15,640.0,738.74
100,60,4,16,639.0,713.8
100,60,4,17,639.0,700.19
100,60,4,18,624.0,688.83
100,60,4,19,624.0,711.94
100,60,4,20,623.5,670.905
100,60,4,21,619.0,679.6
100,60,4,22,618.5,657.55
100,60,4,23,618.5,662.935
100,60,4,24,618.5,675.31
100,60,4,25,618.5,656.93
100,60,4,26,618.5,669.68
100,60,4,27,618.5,652.315
100,60,4,28,618.5,651.22
100,60,4,29,618.5,660.795
100,60,4,30,618.5,671.18
100,60,4,31,613.0,638.74
100,60,4,32,613.0,650.47
100,60,4,33,613.0,661.31
100,60,4,34,603.5,668.915
100,60,4,35,603.5,637.125
100,60,4,36,603.5,661.98
100,60,4,37,589.0,650.755
100,60,4,38,589.0,631.205
100,60,4,39,589.0,648.005
100,60,4,40,589.0,639.16
100,60,4,41,589.0,639.925
100,60,4,42,589.0,641.32
100,60,4,43,589.0,632.585
100,60,4,44,589.0,627.24
100,60,4,45,583.5,633.89
100,60,4,46,583.5,631.17
100,60,4,47,583.5,654.785
100,60,4,48,578.0,622.085
100,60,4,49,578.0,624.37
100,60,4,50,578.0,639.94
100,60,4,51,578.0,615.54
100,60,4,52,578.0,636.715
100,60,4,53,578.0,605.965
100,60,4,54,578.0,604.765
100,60,4,55,578.0,625.12
100,60,4,56,578.0,639.58
100,60,4,57,570.5,614.465
100,60,4,58,570.5,605.735
100,60,4,59,570.5,614.93
100,60,4,60,570.5,614.815
100,60,5,0,1448.0,2511.36
100,60,5,1,1084.5,2078.86
100,60,5,2,1041.5,1788.24
100,60,5,3,1037.0,1618.36
100,60,5,4,903.5,1455.8
100,60,5,5,903.5,1306.23
100,60,5,6,899.0,1213.645
100,60,5,7,755.0,1192.84
100,60,5,8,755.0,1116.815
100,60,5,9,755.0,1091.33
100,60,5,10,681.0,1091.98
100,60,5,11,681.0,1116.47
100,60,5,12,675.0,1022.105
100,60,5,13,675.0,929.145
100,60,5,14,654.5,896.095
100,60,5,15,645.0,734.83
100,60,5,16,645.0,712.485
100,60,5,17,639.0,718.64
100,60,5,18,619.0,714.465
100,60,5,19,616.5,697.76
100,60,5,20,616.5,712.85
100,60,5,21,610.0,675.88
100,60,5,22,602.5,677.465
100,60,5,23,602.5,675.825
100,60,5,24,602.5,648.105
100,60,5,25,602.5,646.38
100,60,5,26,602.5,635.895
100,60,5,27,602.5,638.95
100,60,5,28,602.5,639.025
100,60,5,29,602.5,647.14
100,60,5,30,591.5,641.135
100,60,5,31,591.5,637.555
100,60,5,32,591.5,647.6
100,60,5,33,591.5,643.765
100,60,5,34,591.5,638.21
100,60,5,35,591.5,654.57
100,60,5,36,591.5,657.555
100,60,5,37,591.5,633.165
100,60,5,38,591.5,626.3
100,60,5,39,591.5,659.255
100,60,5,40,591.5,642.31
100,60,5,41,586.0,650.2
100,60,5,42,586.0,634.39
100,60,5,43,586.0,618.865
100,60,5,44,586.0,670.67
100,60,5,45,586.0,630.12
100,60,5,46,586.0,599.9
100,60,5,47,580.5,621.325
100,60,5,48,580.5,626.325
100,60,5,49,580.5,625.37
100,60,5,50,580.5,638.235
100,60,5,51,580.5,617.305
100,60,5,52,580.5,625.745
100,60,5,53,580.5,631.475
100,60,5,54,580.0,628.71
100,60,5,55,580.0,599.2
100,60,5,56,580.0,637.765
100,60,5,57,580.0,613.025
100,60,5,58,571.0,604.62
100,60,5,59,571.0,612.725
100,60,5,60,571.0,610.825
100,60,6,0,1504.5,2667.09
100,60,6,1,1409.0,2225.12
100,60,6,2,1055.5,1967.59
100,60,6,3,962.0,1696.05
100,60,6,4,926.5,1488.31
100,60,6,5,926.5,1360.635
100,60,6,6,870.0,1197.755
100,60,6,7,785.0,1126.11
100,60,6,8,768.5,1069.84
100,60,6,9,751.0,1007.47
100,60,6,10,746.5,949.1
100,60,6,11,681.5,889.995
100,60,6,12,675.0,875.84
100,60,6,13,663.0,842.59
100,60,6,14,663.0,849.035
100,60,6,15,662.0,843.185
100,60,6,16,648.0,795.605
100,60,6,17,648.0,757.605
100,60,6,18,637.0,734.91
100,60,6,19,627.0,729.25
100,60,6,20,613.0,704.0
100,60,6,21,613.0,687.59
100,60,6,22,612.5,713.44
100,60,6,23,607.0,671.675
100,60,6,24,607.0,654.245
100,60,6,25,607.0,691.8
100,60,6,26,607.0,668.12
100,60,6,27,607.0,657.23
100,60,6,28,607.0,669.005
100,60,6,29,607.0,643.595
100,60,6,30,607.0,656.915
100,60,6,31,607.0,649.235
100,60,6,32,607.0,650.68
100,60,6,33,607.0,661.195
100,60,6,34,607.0,688.145
100,60,6,35,607.0,651.735
100,60,6,36,607.0,652.64
100,60,6,37,607.0,651.125
100,60,6,38,607.0,658.27
100,60,6,39,607.0,650.705
100,60,6,40,607.0,641.495
100,60,6,41,607.0,665.335
100,60,6,42,607.0,649.28
100,60,6,43,607.0,658.4
100,60,6,44,599.5,644.32
100,60,6,45,599.5,650.45
100,60,6,46,599.5,690.175
100,60,6,47,599.5,651.485
100,60,6,48,599.5,644.655
100,60,6,49,599.5,664.17
100,60,6,50,599.5,651.54
100,60,6,51,599.5,642.515
100,60,6,52,599.5,670.05
100,60,6,53,599.5,641.29
100,60,6,54,599.5,661.185
100,60,6,55,599.5,631.57
100,60,6,56,599.0,661.91
100,60,6,57,599.0,642.315
100,60,6,58,599.0,630.875
100,60,6,59,599.0,641.375
100,60,6,60,599.0,644.67
100,60,7,0,1228.0,2664.53
100,60,7,1,1060.5,2180.865
100,60,7,2,1014.0,1839.515
100,60,7,3,944.0,1573.395
100,60,7,4,942.0,1382.19
100,60,7,5,858.0,1240.07
100,60,7,6,858.0,1149.12
100,60,7,7,790.5,1109.49
100,60,7,8,790.5,1057.93
100,60,7,9,776.0,1051.105
100,60,7,10,771.5,1049.14
100,60,7,11,705.0,976.19
100,60,7,12,705.0,941.34
100,60,7,13,705.0,858.445
100,60,7,14,679.0,852.235
100,60,7,15,673.5,794.415
100,60,7,16,658.5,813.46
100,60,7,17,652.0,766.39
100,60,7,18,642.5,756.93
100,60,7,19,637.0,729.195
100,60,7,20,620.5,717.43
100,60,7,21,620.5,724.69
100,60,7,22,616.5,708.27
100,60,7,23,616.5,681.18
100,60,7,24,615.5,679.21
100,60,7,25,604.5,645.57
100,60,7,26,604.5,649.735
100,60,7,27,604.5,665.355
100,60,7,28,604.5,652.885
100,60,7,29,604.0,629.53
100,60,7,30,604.0,637.87
100,60,7,31,593.5,657.385
100,60,7,32,593.5,627.835
100,60,7,33,593.5,654.505
100,60,7,34,593.0,636.545
100,60,7,35,593.0,654.73
100,60,7,36,593.0,633.905
100,60,7,37,593.0,646.71
100,60,7,38,593.0,664.775
100,60,7,39,593.0,629.29
100,60,7,40,593.0,626.79
100,60,7,41,593.0,624.91
100,60,7,42,593.0,640.78
100,60,7,43,593.0,619.13
100,60,7,44,593.0,645.03
100,60,7,45,593.0,623.61
100,60,7,46,593.0,626.885
100,60,7,47,593.0,632.83
100,60,7,48,593.0,631.035
100,60,7,49,593.0,640.925
100,60,7,50,593.0,659.58
100,60,7,51,593.0,652.815
100,60,7,52,593.0,659.275
100,60,7,53,593.0,623.825
100,60,7,54,584.0,644.625
100,60,7,55,584.0,625.695
100,60,7,56,584.0,643.47
100,60,7,57,582.0,637.465
100,60,7,58,582.0,619.81
100,60,7,59,582.0,654.19
100,60,7,60,582.0,626.075
100,60,8,0,1163.0,2668.555
100,60,8,1,980.0,2172.56
100,60,8,2,889.0,1924.865
100,60,8,3,788.0,1626.27
100,60,8,4,788.0,1460.23
100,60,8,5,788.0,1259.955
100,60,8,6,706.5,1114.46
100,60,8,7,706.5,1045.885
100,60,8,8,706.5,919.385
100,60,8,9,688.0,825.83
100,60,8,10,688.0,769.79
100,60,8,11,686.0,751.595
100,60,8,12,685.0,732.635
100,60,8,13,675.5,725.815
100,60,8,14,655.0,732.095
100,60,8,15,655.0,727.415
100,60,8,16,655.0,710.33
100,60,8,17,655.0,696.83
100,60,8,18,655.0,686.01
100,60,8,19,648.0,706.64
100,60,8,20,644.5,696.67
100,60,8,21,644.5,672.875
100,60,8,22,637.0,672.105
100,60,8,23,637.0,694.355
100,60,8,24,631.0,702.385
100,60,8,25,631.0,672.005
100,60,8,26,628.0,671.835
100,60,8,27,625.5,682.135
100,60,8,28,613.5,671.4
100,60,8,29,613.5,650.85
100,60,8,30,612.0,645.63
100,60,8,31,602.5,646.43
100,60,8,32,597.0,655.66
100,60,8,33,597.0,645.22
100,60,8,34,597.0,630.315
100,60,8,35,592.0,653.44
100,60,8,36,592.0,657.79
100,60,8,37,592.0,647.68
100,60,8,38,592.0,639.08
100,60,8,39,591.5,620.665
100,60,8,40,577.5,624.895
100,60,8,41,572.0,669.025
100,60,8,42,572.0,629.015
100,60,8,43,571.5,621.06
100,60,8,44,571.5,643.785
100,60,8,45,571.5,619.665
100,60,8,46,571.5,662.87
100,60,8,47,571.5,627.31
100,60,8,48,571.5,601.785
100,60,8,49,571.5,593.655
100,60,8,50,571.5,620.205
100,60,8,51,571.5,609.18
100,60,8,52,571.5,616.59
100,60,8,53,571.5,598.865
100,60,8,54,571.5,609.77
100,60,8,55,571.5,604.815
100,60,8,56,571.5,622.365
100,60,8,57,571.5,628.32
100,60,8,58,571.5,614.815
100,60,8,59,571.5,598.57
100,60,8,60,571.5,628.065
100,150,1,0,1448.5,2698.795
100,150,1,1,1311.0,2375.08
100,150,1,2,1092.0,2050.375
100,150,1,3,1078.5,1774.275
100,150,1,4,1067.0,1511.705
100,150,1,5,957.0,1474.975
100,150,1,6,904.5,1290.57
100,150,1,7,812.5,1228.27
100,150,1,8,798.0,1105.225
100,150,1,9,745.0,1110.445
100,150,1,10,745.0,1029.035
100,150,1,11,679.5,1030.61
100,150,1,12,665.0,980.705
100,150,1,13,649.5,947.215
100,150,1,14,642.0,924.585
100,150,1,15,630.0,834.895
100,150,1,16,630.0,773.925
100,150,1,17,630.0,778.49
100,150,1,18,630.0,700.3
100,150,1,19,629.5,684.37
100,150,1,20,621.0,671.74
100,150,1,21,620.5,696.315
100,150,1,22,615.5,671.935
100,150,1,23,615.0,672.175
100,150,1,24,611.0,654.495
100,150,1,25,606.5,645.195
100,150,1,26,597.0,658.31
100,150,1,27,597.0,683.665
100,150,1,28,597.0,673.07
100,150,1,29,597.0,679.82
100,150,1,30,597.0,645.81
100,150,1,31,597.0,662.635
100,150,1,32,597.0,677.01
100,150,1,33,597.0,649.435
100,150,1,34,597.0,641.425
100,150,1,35,597.0,657.83
100,150,1,36,597.0,664.4
100,150,1,37,597.0,651.575
100,150,1,38,596.5,666.53
100,150,1,39,596.5,643.59
100,150,1,40,596.5,648.875
100,150,1,41,596.5,635.85
100,150,1,42,596.5,613.005
100,150,1,43,596.5,649.58
100,150,1,44,596.5,633.815
100,150,1,45,587.5,640.185
100,150,1,46,587.5,634.035
100,150,1,47,579.5,625.005
100,150,1,48,579.5,653.155
100,150,1,49,579.5,648.73
100,150,1,50,579.5,603.525
100,150,1,51,579.5,625.36
100,150,1,52,579.5,603.055
100,150,1,53,565.0,607.85
100,150,1,54,565.0,617.185
100,150,1,55,565.0,605.14
100,150,1,56,565.0,625.18
100,150,1,57,565.0,627.235
100,150,1,58,565.0,620.33
100,150,1,59,565.0,617.225
100,150,1,60,565.0,600.285
100,150,1,61,565.0,614.75
100,150,1,62,565.0,622.13
100,150,1,63,565.0,626.865
100,150,1,64,565.0,631.4
100,150,1,65,565.0,601.985
100,150,1,66,565.0,632.27
100,150,1,67,565.0,622.495
100,150,1,68,565.0,604.57
100,150,1,69,565.0,590.695
100,150,1,70,565.0,613.58
100,150,1,71,565.0,621.09
100,150,1,72,565.0,610.73
100,150,1,73,565.0,624.415
100,150,1,74,565.0,590.655
100,150,1,75,565.0,645.81
100,150,1,76,565.0,640.43
100,150,1,77,565.0,625.08
100,150,1,78,565.0,576.98
100,150,1,79,565.0,612.765
100,150,1,80,565.0,615.86
100,150,1,81,565.0,584.655
100,150,1,82,565.0,603.215
100,150,1,83,565.0,611.135
100,150,1,84,565.0,600.37
100,150,1,85,565.0,626.29
100,150,1,86,565.0,618.35
100,150,1,87,565.0,612.93
100,150,1,88,565.0,603.695
100,150,1,89,565.0,605.635
100,150,1,90,565.0,600.725
100,150,1,91,565.0,610.175
100,150,1,92,565.0,613.91
100,150,1,93,554.0,603.35
100,150,1,94,554.0,604.2
100,150,1,95,554.0,609.96
100,150,1,96,554.0,619.905
100,150,1,97,554.0,621.05
100,150,1,98,554.0,590.59
100,150,1,99,554.0,593.35
100,150,1,100,554.0,590.835
100,150,1,101,554.0,599.935
100,150,1,102,554.0,588.34
100,150,1,103,554.0,583.295
100,150,1,104,554.0,612.965
100,150,1,105,554.0,577.555
100,150,1,106,554.0,591.92
100,150,1,107,554.0,608.12
100,150,1,108,554.0,582.645
100,150,1,109,554.0,596.48
100,150,1,110,554.0,617.325
100,150,1,111,554.0,603.535
100,150,1,112,554.0,605.63
100,150,1,113,553.5,596.0
100,150,1,114,553.5,594.4
100,150,1,115,553.5,574.725
100,150,1,116,553.5,631.26
100,150,1,117,553.5,588.165
100,150,1,118,553.5,586.02
100,150,1,119,553.5,598.355
100,150,1,120,553.5,595.785
100,150,1,121,553.5,599.315
100,150,1,122,553.5,605.955
100,150,1,123,553.5,586.365
100,150,1,124,553.5,600.87
100,150,1,125,553.5,608.575
100,150,1,126,553.5,583.595
100,150,1,127,553.5,598.405
100,150,1,128,553.5,578.48
100,150,1,129,553.5,590.89
100,150,1,130,553.5,579.005
100,150,1,131,553.5,593.19
100,150,1,132,553.5,603.675
100,150,1,133,553.5,576.63
100,150,1,134,553.5,595.965
100,150,1,135,553.5,597.59
100,150,1,136,553.5,586.0
100,150,1,137,553.5,604.425
100,150,1,138,553.5,580.865
100,150,1,139,553.5,600.02
100,150,1,140,553.5,576.89
100,150,1,141,553.5,589.405
100,150,1,142,553.5,589.03
100,150,1,143,553.5,609.81
100,150,1,144,553.5,603.815
100,150,1,145,553.5,581.695
100,150,1,146,553.5,588.95
100,150,1,147,553.5,625.375
100,150,1,148,553.5,611.815
100,150,1,149,553.5,588.74
100,150,1,150,553.5,598.685
100,150,2,0,1222.0,2603.065
100,150,2,1,1222.0,2170.06
100,150,2,2,862.0,1904.645
100,150,2,3,862.0,1719.765
100,150,2,4,862.0,1584.17
100,150,2,5,855.0,1344.825
100,150,2,6,797.0,1238.545
100,150,2,7,797.0,1144.3
100,150,2,8,755.5,1052.33
100,150,2,9,755.5,962.26
100,150,2,10,755.5,1004.515
100,150,2,11,748.5,899.51
100,150,2,12,659.5,877.64
100,150,2,13,659.5,802.865
100,150,2,14,655.5,806.98
100,150,2,15,644.5,783.1
100,150,2,16,644.5,729.11
100,150,2,17,644.5,704.75
100,150,2,18,644.5,704.66
100,150,2,19,639.5,695.245
100,150,2,20,635.5,732.725
100,150,2,21,635.5,690.68
100,150,2,22,630.5,683.12
100,150,2,23,630.5,694.77
100,150,2,24,622.5,673.61
100,150,2,25,621.5,693.635
100,150,2,26,621.5,673.78
100,150,2,27,621.5,683.395
100,150,2,28,610.5,668.445
100,150,2,29,608.5,671.965
100,150,2,30,608.5,684.88
100,150,2,31,608.5,679.725
100,150,2,32,608.5,660.425
100,150,2,33,608.5,649.075
100,150,2,34,608.5,631.45
100,150,2,35,599.5,671.395
100,150,2,36,599.5,655.33
100,150,2,37,599.5,644.025
100,150,2,38,599.5,636.1
100,150,2,39,599.5,641.655
100,150,2,40,599.0,628.225
100,150,2,41,599.0,657.29
100,150,2,42,599.0,638.995
100,150,2,43,599.0,635.55
100,150,2,44,599.0,640.735
100,150,2,45,599.0,628.595
100,150,2,46,599.0,637.02
100,150,2,47,599.0,629.77
100,150,2,48,596.5,668.375
100,150,2,49,596.5,626.685
100,150,2,50,596.5,613.715
100,150,2,51,596.5,630.08
100,150,2,52,582.0,633.93
100,150,2,53,582.0,664.65
100,150,2,54,582.0,623.84
100,150,2,55,582.0,632.88
100,150,2,56,582.0,617.285
100,150,2,57,582.0,625.505
100,150,2,58,582.0,622.385
100,150,2,59,582.0,629.705
100,150,2,60,571.0,611.49
100,150,2,61,571.0,600.845
100,150,2,62,571.0,629.66
100,150,2,63,571.0,627.815
100,150,2,64,571.0,631.09
100,150,2,65,571.0,627.075
100,150,2,66,571.0,613.895
100,150,2,67,571.0,629.535
100,150,2,68,571.0,629.48
100,150,2,69,571.0,608.71
100,150,2,70,571.0,625.17
100,150,2,71,571.0,618.92
100,150,2,72,571.0,590.315
100,150,2,73,571.0,620.955
100,150,2,74,571.0,626.72
100,150,2,75,571.0,630.49
100,150,2,76,571.0,595.925
100,150,2,77,571.0,603.445
100,150,2,78,570.5,625.87
100,150,2,79,570.5,613.585
100,150,2,80,570.5,625.325
100,150,2,81,570.5,618.73
100,150,2,82,570.5,605.335
100,150,2,83,570.5,645.96
100,150,2,84,570.5,641.095
100,150,2,85,570.5,636.685
100,150,2,86,570.5,587.945
100,150,2,87,562.5,593.025
100,150,2,88,562.5,593.53
100,150,2,89,562.5,590.705
100,150,2,90,562.5,612.61
100,150,2,91,562.5,620.83
100,150,2,92,562.5,583.905
100,150,2,93,562.5,617.17
100,150,2,94,562.5,608.495
100,150,2,95,562.5,612.115
100,150,2,96,562.5,614.895
100,150,2,97,562.5,602.43
100,150,2,98,562.5,610.64
100,150,2,99,562.5,593.405
100,150,2,100,562.5,611.04
100,150,2,101,562.5,613.885
100,150,2,102,562.5,601.395
100,150,2,103,562.5,606.825
100,150,2,104,562.5,606.01
100,150,2,105,562.5,585.61
100,150,2,106,562.5,623.2
100,150,2,107,562.5,600.005
100,150,2,108,562.5,610.005
100,150,2,109,562.5,586.945
100,150,2,110,562.5,622.98
100,150,2,111,562.5,623.31
100,150,2,112,562.5,601.365
100,150,2,113,562.5,625.235
100,150,2,114,562.5,604.555
100,150,2,115,562.5,629.285
100,150,2,116,562.5,597.635
100,150,2,117,562.5,601.1
100,150,2,118,562.5,598.965
100,150,2,119,562.5,572.025
100,150,2,120,562.5,604.035
100,150,2,121,562.5,590.365
100,150,2,122,562.5,595.215
100,150,2,123,562.5,588.52
100,150,2,124,562.5,595.98
100,150,2,125,562.5,610.18
100,150,2,126,562.5,616.64
100,150,2,127,562.5,594.415
100,150,2,128,562.5,596.305
100,150,2,129,562.5,618.175
100,150,2,130,562.5,594.825
100,150,2,131,562.5,622.15
100,150,2,132,562.5,618.265
100,150,2,133,562.5,619.445
100,150,2,134,562.5,595.575
100,150,2,135,562.5,599.87
100,150,2,136,562.5,603.475
100,150,2,137,562.5,626.545
100,150,2,138,553.5,602.525
100,150,2,139,553.5,608.19
100,150,2,140,553.5,616.885
100,150,2,141,553.5,585.35
100,150,2,142,553.5,610.645
100,150,2,143,553.5,609.18
100,150,2,144,553.5,594.815
100,150,2,145,553.5,605.705
100,150,2,146,553.5,589.82
100,150,2,147,553.5,610.47
100,150,2,148,553.5,586.945
100,150,2,149,553.5,589.225
100,150,2,150,553.5,598.76
100,150,3,0,1064.0,2737.825
100,150,3,1,975.5,2203.425
100,150,3,2,951.5,1954.985
100,150,3,3,892.5,1638.81
100,150,3,4,849.5,1271.74
100,150,3,5,820.0,1073.21
100,150,3,6,820.0,979.665
100,150,3,7,820.0,954.485
100,150,3,8,734.0,913.74
100,150,3,9,734.0,860.13
100,150,3,10,658.5,852.77
100,150,3,11,644.5,834.87
100,150,3,12,638.5,775.13
100,150,3,13,638.5,737.4
100,150,3,14,628.0,706.48
100,150,3,15,619.0,677.46
100,150,3,16,618.5,700.1
100,150,3,17,612.5,691.76
100,150,3,18,612.5,676.4
