poblacion,generaciones_config,semilla,generacion,min_fitness,avg_fitness
50,10,4,3,1366.5,1889.23
50,10,4,4,1255.5,1697.24
50,10,4,5,948.5,1504.55
50,10,4,6,768.5,1333.05
50,10,4,7,768.5,1179.77
50,10,4,8,768.0,1031.07
50,10,4,9,768.0,972.64
50,10,4,10,660.5,910.33
50,10,5,0,1641.0,2456.16
50,10,5,1,1355.0,2087.44
50,10,5,2,1236.0,1825.5
50,10,5,3,1054.5,1687.42
50,10,5,4,964.0,1570.48
50,10,5,5,951.0,1425.25
50,10,5,6,802.0,1238.16
50,10,5,7,785.0,1117.36
50,10,5,8,726.5,1014.37
50,10,5,9,712.5,912.59
50,10,5,10,705.5,852.57
50,10,6,0,1504.5,2660.12
50,10,6,1,1341.5,2268.71
50,10,6,2,1341.5,2084.77
50,10,6,3,1091.5,1842.11
50,10,6,4,918.0,1548.86
50,10,6,5,799.5,1318.99
50,10,6,6,799.5,1236.61
50,10,6,7,764.5,1146.29
50,10,6,8,764.5,989.8
50,10,6,9,715.5,961.09
50,10,6,10,715.5,935.61
50,10,7,0,1228.0,2543.4
50,10,7,1,1045.0,2082.74
50,10,7,2,1045.0,1660.71
50,10,7,3,841.0,1537.15
50,10,7,4,841.0,1405.36
50,10,7,5,841.0,1140.93
50,10,7,6,821.0,1026.7
50,10,7,7,821.0,910.31
50,10,7,8,821.0,857.1
50,10,7,9,821.0,855.31
50,10,7,10,724.0,860.63
50,10,8,0,1163.0,2553.61
50,10,8,1,1066.0,2135.31
50,10,8,2,769.5,1772.65
50,10,8,3,769.5,1554.71
50,10,8,4,769.5,1300.0
50,10,8,5,746.5,1168.87
50,10,8,6,746.5,1072.97
50,10,8,7,660.0,911.29
50,10,8,8,651.5,856.88
50,10,8,9,641.5,795.46
50,10,8,10,630.5,739.77
50,30,1,0,1448.5,2677.34
50,30,1,1,1448.5,2204.76
50,30,1,2,1448.5,1859.57
50,30,1,3,1086.5,1740.69
50,30,1,4,994.0,1642.95
50,30,1,5,979.5,1416.66
50,30,1,6,974.5,1276.55
50,30,1,7,899.5,1169.31
50,30,1,8,867.5,1025.33
50,30,1,9,810.0,1021.3
50,30,1,10,810.0,1025.22
50,30,1,11,810.0,997.08
50,30,1,12,717.0,891.02
50,30,1,13,717.0,846.49
50,30,1,14,714.0,821.91
50,30,1,15,630.0,839.91
50,30,1,16,621.0,777.66
50,30,1,17,621.0,730.04
50,30,1,18,621.0,656.53
50,30,1,19,615.5,630.14
50,30,1,20,615.5,657.74
50,30,1,21,615.5,648.78
50,30,1,22,615.5,668.32
50,30,1,23,613.0,661.49
50,30,1,24,604.5,675.72
50,30,1,25,604.5,634.02
50,30,1,26,596.5,643.57
50,30,1,27,596.5,681.7
50,30,1,28,596.5,625.47
50,30,1,29,596.5,621.88
50,30,1,30,596.5,699.78
50,30,2,0,1378.5,2654.67
50,30,2,1,1302.5,2095.8
50,30,2,2,1142.0,1770.97
50,30,2,3,1062.5,1522.23
50,30,2,4,1062.5,1356.65
50,30,2,5,1057.0,1211.0
50,30,2,6,972.0,1127.78
50,30,2,7,972.0,1101.63
50,30,2,8,950.0,1082.96
50,30,2,9,873.0,1042.91
50,30,2,10,782.0,991.84
50,30,2,11,782.0,953.95
50,30,2,12,770.0,856.13
50,30,2,13,770.0,834.85
50,30,2,14,770.0,854.75
50,30,2,15,685.0,804.33
50,30,2,16,685.0,779.66
50,30,2,17,685.0,803.91
50,30,2,18,685.0,807.98
50,30,2,19,685.0,739.09
50,30,2,20,685.0,722.9
50,30,2,21,685.0,720.98
50,30,2,22,677.5,700.55
50,30,2,23,677.5,710.31
50,30,2,24,677.5,720.12
50,30,2,25,677.5,732.64
50,30,2,26,677.5,723.1
50,30,2,27,677.5,693.04
50,30,2,28,677.5,728.74
50,30,2,29,662.5,714.11
50,30,2,30,662.5,687.81
50,30,3,0,1699.5,2800.7
50,30,3,1,1344.0,2364.72
50,30,3,2,1241.0,1922.13
50,30,3,3,1241.0,1634.48
50,30,3,4,1120.5,1534.64
50,30,3,5,985.0,1441.81
50,30,3,6,949.0,1281.38
50,30,3,7,840.5,1184.46
50,30,3,8,749.5,1026.56
50,30,3,9,734.5,989.1
50,30,3,10,734.5,923.18
50,30,3,11,724.5,840.23
50,30,3,12,676.5,815.31
50,30,3,13,676.5,767.05
50,30,3,14,654.5,763.83
50,30,3,15,644.5,711.79
50,30,3,16,644.5,727.62
50,30,3,17,644.5,683.36
50,30,3,18,644.5,692.54
50,30,3,19,644.5,698.6
50,30,3,20,644.5,686.22
50,30,3,21,644.5,673.7
50,30,3,22,644.5,686.66
50,30,3,23,644.5,690.26
50,30,3,24,639.5,686.87
50,30,3,25,639.5,701.84
50,30,3,26,624.5,695.24
50,30,3,27,624.5,687.65
50,30,3,28,624.5,660.44
50,30,3,29,624.5,669.44
50,30,3,30,616.5,652.94
50,30,4,0,1826.5,2605.19
50,30,4,1,1495.5,2237.61
50,30,4,2,1408.5,2030.91
50,30,4,3,1366.5,1889.23
50,30,4,4,1255.5,1697.24
50,30,4,5,948.5,1504.55
50,30,4,6,768.5,1333.05
50,30,4,7,768.5,1179.77
50,30,4,8,768.0,1031.07
50,30,4,9,768.0,972.64
50,30,4,10,660.5,910.33
50,30,4,11,660.5,842.42
50,30,4,12,660.5,762.01
50,30,4,13,649.5,732.89
50,30,4,14,649.5,706.59
50,30,4,15,649.5,707.93
50,30,4,16,649.5,688.85
50,30,4,17,649.5,677.41
50,30,4,18,649.5,667.72
50,30,4,19,649.5,675.62
50,30,4,20,649.5,661.73
50,30,4,21,649.5,673.97
50,30,4,22,649.5,719.56
50,30,4,23,649.5,692.92
50,30,4,24,649.5,685.38
50,30,4,25,649.5,716.8
50,30,4,26,649.5,683.18
50,30,4,27,642.0,679.58
50,30,4,28,642.0,674.2
50,30,4,29,620.5,716.95
50,30,4,30,620.5,681.34
50,30,5,0,1641.0,2456.16
50,30,5,1,1355.0,2087.44
50,30,5,2,1236.0,1825.5
50,30,5,3,1054.5,1687.42
50,30,5,4,964.0,1570.48
50,30,5,5,951.0,1425.25
50,30,5,6,802.0,1238.16
50,30,5,7,785.0,1117.36
50,30,5,8,726.5,1014.37
50,30,5,9,712.5,912.59
50,30,5,10,705.5,852.57
50,30,5,11,690.5,794.12
50,30,5,12,676.5,780.43
50,30,5,13,676.5,776.41
50,30,5,14,667.5,713.7
50,30,5,15,656.5,756.77
50,30,5,16,656.5,703.11
50,30,5,17,656.5,698.9
50,30,5,18,654.0,678.35
50,30,5,19,654.0,700.67
50,30,5,20,654.0,725.0
50,30,5,21,654.0,721.21
50,30,5,22,654.0,697.08
50,30,5,23,654.0,699.31
50,30,5,24,654.0,690.67
50,30,5,25,634.0,741.01
50,30,5,26,634.0,713.03
50,30,5,27,634.0,681.79
50,30,5,28,633.5,726.71
50,30,5,29,633.5,671.24
50,30,5,30,633.5,667.86
50,30,6,0,1504.5,2660.12
50,30,6,1,1341.5,2268.71
50,30,6,2,1341.5,2084.77
50,30,6,3,1091.5,1842.11
50,30,6,4,918.0,1548.86
50,30,6,5,799.5,1318.99
50,30,6,6,799.5,1236.61
50,30,6,7,764.5,1146.29
50,30,6,8,764.5,989.8
50,30,6,9,715.5,961.09
50,30,6,10,715.5,935.61
50,30,6,11,675.0,902.67
50,30,6,12,667.5,826.98
50,30,6,13,667.5,838.09
50,30,6,14,661.0,808.56
50,30,6,15,658.5,733.95
50,30,6,16,658.5,682.6
50,30,6,17,658.5,689.55
50,30,6,18,647.5,719.47
50,30,6,19,647.5,717.77
50,30,6,20,647.5,755.96
50,30,6,21,647.5,703.81
50,30,6,22,647.5,712.12
50,30,6,23,647.5,676.58
50,30,6,24,647.5,683.7
50,30,6,25,647.5,668.26
50,30,6,26,647.5,693.25
50,30,6,27,633.0,655.96
50,30,6,28,633.0,686.37
50,30,6,29,633.0,672.04
50,30,6,30,633.0,674.73
50,30,7,0,1228.0,2543.4
50,30,7,1,1045.0,2082.74
50,30,7,2,1045.0,1660.71
50,30,7,3,841.0,1537.15
50,30,7,4,841.0,1405.36
50,30,7,5,841.0,1140.93
50,30,7,6,821.0,1026.7
50,30,7,7,821.0,910.31
50,30,7,8,821.0,857.1
50,30,7,9,821.0,855.31
50,30,7,10,724.0,860.63
50,30,7,11,650.5,852.44
50,30,7,12,639.0,827.85
50,30,7,13,633.5,799.18
50,30,7,14,633.5,706.85
50,30,7,15,633.5,689.07
50,30,7,16,633.5,677.67
50,30,7,17,633.5,643.69
50,30,7,18,633.5,670.17
50,30,7,19,633.5,641.59
50,30,7,20,633.5,701.63
50,30,7,21,633.5,664.15
50,30,7,22,633.5,661.73
50,30,7,23,628.0,658.69
50,30,7,24,628.0,663.76
50,30,7,25,628.0,654.83
50,30,7,26,628.0,675.35
50,30,7,27,628.0,657.5
50,30,7,28,628.0,678.15
50,30,7,29,628.0,628.24
50,30,7,30,627.5,659.52
50,30,8,0,1163.0,2553.61
50,30,8,1,1066.0,2135.31
50,30,8,2,769.5,1772.65
50,30,8,3,769.5,1554.71
50,30,8,4,769.5,1300.0
50,30,8,5,746.5,1168.87
50,30,8,6,746.5,1072.97
50,30,8,7,660.0,911.29
50,30,8,8,651.5,856.88
50,30,8,9,641.5,795.46
50,30,8,10,630.5,739.77
50,30,8,11,630.5,727.61
50,30,8,12,622.0,707.24
50,30,8,13,622.0,698.04
50,30,8,14,622.0,673.05
50,30,8,15,622.0,676.19
50,30,8,16,621.5,666.7
50,30,8,17,621.5,643.36
50,30,8,18,621.5,680.7
50,30,8,19,621.5,670.09
50,30,8,20,621.5,650.86
50,30,8,21,621.5,698.22
50,30,8,22,621.5,649.54
50,30,8,23,621.5,671.19
50,30,8,24,621.5,678.58
50,30,8,25,621.5,645.11
50,30,8,26,613.0,632.0
50,30,8,27,612.5,648.64
50,30,8,28,612.5,685.34
50,30,8,29,612.5,681.53
50,30,8,30,612.5,649.41
50,60,1,0,1448.5,2677.34
50,60,1,1,1448.5,2204.76
50,60,1,2,1448.5,1859.57
50,60,1,3,1086.5,1740.69
50,60,1,4,994.0,1642.95
50,60,1,5,979.5,1416.66
50,60,1,6,974.5,1276.55
50,60,1,7,899.5,1169.31
50,60,1,8,867.5,1025.33
50,60,1,9,810.0,1021.3
50,60,1,10,810.0,1025.22
50,60,1,11,810.0,997.08
50,60,1,12,717.0,891.02
50,60,1,13,717.0,846.49
50,60,1,14,714.0,821.91
50,60,1,15,630.0,839.91
50,60,1,16,621.0,777.66
50,60,1,17,621.0,730.04
50,60,1,18,621.0,656.53
50,60,1,19,615.5,630.14
50,60,1,20,615.5,657.74
50,60,1,21,615.5,648.78
50,60,1,22,615.5,668.32
50,60,1,23,613.0,661.49
50,60,1,24,604.5,675.72
50,60,1,25,604.5,634.02
50,60,1,26,596.5,643.57
50,60,1,27,596.5,681.7
50,60,1,28,596.5,625.47
50,60,1,29,596.5,621.88
50,60,1,30,596.5,699.78
50,60,1,31,596.5,651.97
50,60,1,32,596.5,619.72
50,60,1,33,596.5,635.41
50,60,1,34,596.5,644.81
50,60,1,35,596.5,650.87
50,60,1,36,596.5,685.83
50,60,1,37,587.5,626.92
50,60,1,38,587.5,634.0
50,60,1,39,582.0,632.16
50,60,1,40,582.0,606.57
50,60,1,41,573.0,624.96
50,60,1,42,573.0,635.36
50,60,1,43,573.0,653.52
50,60,1,44,573.0,635.98
50,60,1,45,573.0,613.35
50,60,1,46,573.0,605.87
50,60,1,47,573.0,599.99
50,60,1,48,573.0,650.26
50,60,1,49,573.0,629.9
50,60,1,50,573.0,590.19
50,60,1,51,573.0,632.75
50,60,1,52,573.0,605.14
50,60,1,53,573.0,607.73
50,60,1,54,573.0,599.12
50,60,1,55,573.0,595.22
50,60,1,56,573.0,596.11
50,60,1,57,573.0,606.23
50,60,1,58,571.5,594.76
50,60,1,59,567.5,626.34
50,60,1,60,567.5,624.19
50,60,2,0,1378.5,2654.67
50,60,2,1,1302.5,2095.8
50,60,2,2,1142.0,1770.97
50,60,2,3,1062.5,1522.23
50,60,2,4,1062.5,1356.65
50,60,2,5,1057.0,1211.0
50,60,2,6,972.0,1127.78
50,60,2,7,972.0,1101.63
50,60,2,8,950.0,1082.96
50,60,2,9,873.0,1042.91
50,60,2,10,782.0,991.84
50,60,2,11,782.0,953.95
50,60,2,12,770.0,856.13
50,60,2,13,770.0,834.85
50,60,2,14,770.0,854.75
50,60,2,15,685.0,804.33
50,60,2,16,685.0,779.66
50,60,2,17,685.0,803.91
50,60,2,18,685.0,807.98
50,60,2,19,685.0,739.09
50,60,2,20,685.0,722.9
50,60,2,21,685.0,720.98
50,60,2,22,677.5,700.55
50,60,2,23,677.5,710.31
50,60,2,24,677.5,720.12
50,60,2,25,677.5,732.64
50,60,2,26,677.5,723.1
50,60,2,27,677.5,693.04
50,60,2,28,677.5,728.74
50,60,2,29,662.5,714.11
50,60,2,30,662.5,687.81
50,60,2,31,662.5,705.5
50,60,2,32,655.0,697.21
50,60,2,33,651.0,676.64
50,60,2,34,651.0,686.52
50,60,2,35,651.0,690.3
50,60,2,36,651.0,701.49
50,60,2,37,645.5,699.09
50,60,2,38,645.5,677.02
50,60,2,39,645.5,668.18
50,60,2,40,645.5,699.41
50,60,2,41,645.5,674.72
50,60,2,42,634.5,691.4
50,60,2,43,634.5,691.06
50,60,2,44,626.0,690.84
50,60,2,45,626.0,669.49
50,60,2,46,626.0,680.41
50,60,2,47,626.0,706.77
50,60,2,48,626.0,651.3
50,60,2,49,626.0,675.41
50,60,2,50,626.0,660.43
50,60,2,51,626.0,648.29
50,60,2,52,626.0,647.12
50,60,2,53,626.0,668.55
50,60,2,54,611.5,693.79
50,60,2,55,611.5,680.31
50,60,2,56,611.5,661.49
50,60,2,57,611.5,670.05
50,60,2,58,611.5,692.0
50,60,2,59,611.5,653.36
50,60,2,60,611.5,633.45
50,60,3,0,1699.5,2800.7
50,60,3,1,1344.0,2364.72
50,60,3,2,1241.0,1922.13
50,60,3,3,1241.0,1634.48
50,60,3,4,1120.5,1534.64
50,60,3,5,985.0,1441.81
50,60,3,6,949.0,1281.38
50,60,3,7,840.5,1184.46
50,60,3,8,749.5,1026.56
50,60,3,9,734.5,989.1
50,60,3,10,734.5,923.18
50,60,3,11,724.5,840.23
50,60,3,12,676.5,815.31
50,60,3,13,676.5,767.05
50,60,3,14,654.5,763.83
50,60,3,15,644.5,711.79
50,60,3,16,644.5,727.62
50,60,3,17,644.5,683.36
50,60,3,18,644.5,692.54
50,60,3,19,644.5,698.6
50,60,3,20,644.5,686.22
50,60,3,21,644.5,673.7
50,60,3,22,644.5,686.66
50,60,3,23,644.5,690.26
50,60,3,24,639.5,686.87
50,60,3,25,639.5,701.84
50,60,3,26,624.5,695.24
50,60,3,27,624.5,687.65
50,60,3,28,624.5,660.44
50,60,3,29,624.5,669.44
50,60,3,30,616.5,652.94
50,60,3,31,616.5,668.36
50,60,3,32,616.5,677.42
50,60,3,33,616.5,656.44
50,60,3,34,611.0,656.45
50,60,3,35,611.0,652.35
50,60,3,36,606.0,638.0
50,60,3,37,606.0,653.13
50,60,3,38,606.0,641.61
50,60,3,39,600.0,640.05
50,60,3,40,600.0,657.08
50,60,3,41,600.0,633.18
50,60,3,42,600.0,644.34
50,60,3,43,600.0,631.39
50,60,3,44,600.0,640.59
50,60,3,45,589.0,650.42
50,60,3,46,589.0,619.31
50,60,3,47,589.0,646.2
50,60,3,48,589.0,618.06
50,60,3,49,589.0,629.62
50,60,3,50,586.0,638.72
50,60,3,51,586.0,635.85
50,60,3,52,586.0,644.25
50,60,3,53,586.0,645.95
50,60,3,54,586.0,611.8
50,60,3,55,586.0,600.46
50,60,3,56,580.0,600.44
50,60,3,57,580.0,620.2
50,60,3,58,574.5,642.1
50,60,3,59,574.5,636.34
50,60,3,60,574.5,662.26
50,60,4,0,1826.5,2605.19
50,60,4,1,1495.5,2237.61
50,60,4,2,1408.5,2030.91
50,60,4,3,1366.5,1889.23
50,60,4,4,1255.5,1697.24
50,60,4,5,948.5,1504.55
50,60,4,6,768.5,1333.05
50,60,4,7,768.5,1179.77
50,60,4,8,768.0,1031.07
50,60,4,9,768.0,972.64
50,60,4,10,660.5,910.33
50,60,4,11,660.5,842.42
50,60,4,12,660.5,762.01
50,60,4,13,649.5,732.89
50,60,4,14,649.5,706.59
50,60,4,15,649.5,707.93
50,60,4,16,649.5,688.85
50,60,4,17,649.5,677.41
50,60,4,18,649.5,667.72
50,60,4,19,649.5,675.62
50,60,4,20,649.5,661.73
50,60,4,21,649.5,673.97
50,60,4,22,649.5,719.56
50,60,4,23,649.5,692.92
50,60,4,24,649.5,685.38
50,60,4,25,649.5,716.8
50,60,4,26,649.5,683.18
50,60,4,27,642.0,679.58
50,60,4,28,642.0,674.2
50,60,4,29,620.5,716.95
50,60,4,30,620.5,681.34
50,60,4,31,620.5,685.16
50,60,4,32,620.5,663.86
50,60,4,33,620.5,655.92
50,60,4,34,620.5,644.26
50,60,4,35,620.5,655.8
50,60,4,36,620.5,646.84
50,60,4,37,615.5,654.83
50,60,4,38,615.5,663.16
50,60,4,39,615.5,626.99
50,60,4,40,615.5,660.83
50,60,4,41,615.5,649.7
50,60,4,42,604.5,634.03
50,60,4,43,604.5,648.93
50,60,4,44,604.5,648.71
50,60,4,45,597.0,652.53
50,60,4,46,597.0,626.36
50,60,4,47,597.0,646.42
50,60,4,48,597.0,668.43
50,60,4,49,597.0,653.62
50,60,4,50,597.0,624.68
50,60,4,51,597.0,623.59
50,60,4,52,597.0,640.08
50,60,4,53,597.0,646.8
50,60,4,54,582.5,657.89
50,60,4,55,582.5,655.81
50,60,4,56,582.5,608.42
50,60,4,57,582.5,641.69
50,60,4,58,582.5,657.96
50,60,4,59,582.5,616.49
50,60,4,60,582.5,637.19
50,60,5,0,1641.0,2456.16
50,60,5,1,1355.0,2087.44
50,60,5,2,1236.0,1825.5
50,60,5,3,1054.5,1687.42
50,60,5,4,964.0,1570.48
50,60,5,5,951.0,1425.25
50,60,5,6,802.0,1238.16
50,60,5,7,785.0,1117.36
50,60,5,8,726.5,1014.37
50,60,5,9,712.5,912.59
50,60,5,10,705.5,852.57
50,60,5,11,690.5,794.12
50,60,5,12,676.5,780.43
50,60,5,13,676.5,776.41
50,60,5,14,667.5,713.7
50,60,5,15,656.5,756.77
50,60,5,16,656.5,703.11
50,60,5,17,656.5,698.9
50,60,5,18,654.0,678.35
50,60,5,19,654.0,700.67
50,60,5,20,654.0,725.0
50,60,5,21,654.0,721.21
50,60,5,22,654.0,697.08
50,60,5,23,654.0,699.31
50,60,5,24,654.0,690.67
50,60,5,25,634.0,741.01
50,60,5,26,634.0,713.03
50,60,5,27,634.0,681.79
50,60,5,28,633.5,726.71
50,60,5,29,633.5,671.24
50,60,5,30,633.5,667.86
50,60,5,31,633.5,639.25
50,60,5,32,633.5,641.38
50,60,5,33,633.5,683.39
50,60,5,34,633.5,684.66
50,60,5,35,633.5,679.28
50,60,5,36,633.5,657.17
50,60,5,37,633.5,649.81
50,60,5,38,633.5,656.32
50,60,5,39,633.5,660.46
50,60,5,40,633.5,668.6
50,60,5,41,633.5,646.79
50,60,5,42,633.5,688.99
50,60,5,43,633.5,716.63
50,60,5,44,633.5,641.89
50,60,5,45,633.5,686.28
50,60,5,46,633.5,690.67
50,60,5,47,633.5,679.99
50,60,5,48,633.5,675.67
50,60,5,49,633.5,651.79
50,60,5,50,633.5,662.24
50,60,5,51,633.5,685.72
50,60,5,52,633.5,680.11
50,60,5,53,633.5,670.28
50,60,5,54,633.5,661.92
50,60,5,55,633.5,689.14
50,60,5,56,633.5,684.33
50,60,5,57,624.5,684.24
50,60,5,58,624.5,657.54
50,60,5,59,624.5,708.04
50,60,5,60,624.5,660.22
50,60,6,0,1504.5,2660.12
50,60,6,1,1341.5,2268.71
50,60,6,2,1341.5,2084.77
50,60,6,3,1091.5,1842.11
50,60,6,4,918.0,1548.86
50,60,6,5,799.5,1318.99
50,60,6,6,799.5,1236.61
50,60,6,7,764.5,1146.29
50,60,6,8,764.5,989.8
50,60,6,9,715.5,961.09
50,60,6,10,715.5,935.61
50,60,6,11,675.0,902.67
50,60,6,12,667.5,826.98
50,60,6,13,667.5,838.09
50,60,6,14,661.0,808.56
50,60,6,15,658.5,733.95
50,60,6,16,658.5,682.6
50,60,6,17,658.5,689.55
50,60,6,18,647.5,719.47
50,60,6,19,647.5,717.77
50,60,6,20,647.5,755.96
50,60,6,21,647.5,703.81
50,60,6,22,647.5,712.12
50,60,6,23,647.5,676.58
50,60,6,24,647.5,683.7
50,60,6,25,647.5,668.26
50,60,6,26,647.5,693.25
50,60,6,27,633.0,655.96
50,60,6,28,633.0,686.37
50,60,6,29,633.0,672.04
50,60,6,30,633.0,674.73
50,60,6,31,633.0,667.78
50,60,6,32,633.0,679.88
50,60,6,33,633.0,672.17
50,60,6,34,633.0,691.67
50,60,6,35,633.0,710.1
50,60,6,36,633.0,650.79
50,60,6,37,633.0,649.51
50,60,6,38,633.0,670.73
50,60,6,39,633.0,703.07
50,60,6,40,633.0,668.58
50,60,6,41,633.0,653.65
50,60,6,42,633.0,663.75
50,60,6,43,633.0,658.68
50,60,6,44,627.5,673.08
50,60,6,45,627.5,661.93
50,60,6,46,627.5,645.76
50,60,6,47,627.5,678.88
50,60,6,48,627.0,668.65
50,60,6,49,618.5,660.51
50,60,6,50,618.5,628.48
50,60,6,51,618.0,667.77
50,60,6,52,618.0,706.64
50,60,6,53,618.0,661.94
50,60,6,54,618.0,689.74
50,60,6,55,618.0,638.22
50,60,6,56,618.0,624.86
50,60,6,57,618.0,647.63
50,60,6,58,618.0,676.14
50,60,6,59,618.0,677.42
50,60,6,60,603.0,677.98
50,60,7,0,1228.0,2543.4
50,60,7,1,1045.0,2082.74
50,60,7,2,1045.0,1660.71
50,60,7,3,841.0,1537.15
50,60,7,4,841.0,1405.36
50,60,7,5,841.0,1140.93
50,60,7,6,821.0,1026.7
50,60,7,7,821.0,910.31
50,60,7,8,821.0,857.1
50,60,7,9,821.0,855.31
50,60,7,10,724.0,860.63
50,60,7,11,650.5,852.44
50,60,7,12,639.0,827.85
50,60,7,13,633.5,799.18
50,60,7,14,633.5,706.85
50,60,7,15,633.5,689.07
50,60,7,16,633.5,677.67
50,60,7,17,633.5,643.69
50,60,7,18,633.5,670.17
50,60,7,19,633.5,641.59
50,60,7,20,633.5,701.63
50,60,7,21,633.5,664.15
50,60,7,22,633.5,661.73
50,60,7,23,628.0,658.69
50,60,7,24,628.0,663.76
50,60,7,25,628.0,654.83
50,60,7,26,628.0,675.35
50,60,7,27,628.0,657.5
50,60,7,28,628.0,678.15
50,60,7,29,628.0,628.24
50,60,7,30,627.5,659.52
50,60,7,31,622.5,654.81
50,60,7,32,617.0,655.45
50,60,7,33,617.0,658.93
50,60,7,34,616.5,659.85
50,60,7,35,611.0,649.22
50,60,7,36,611.0,641.22
50,60,7,37,605.5,641.12
50,60,7,38,605.0,640.92
50,60,7,39,605.0,692.34
50,60,7,40,605.0,658.3
50,60,7,41,605.0,658.93
50,60,7,42,604.5,654.56
50,60,7,43,596.5,688.87
50,60,7,44,596.5,627.49
50,60,7,45,596.5,622.48
50,60,7,46,596.5,630.06
50,60,7,47,596.5,635.69
50,60,7,48,593.5,645.66
50,60,7,49,593.5,650.99
50,60,7,50,593.5,707.45
50,60,7,51,593.5,632.36
50,60,7,52,593.5,653.96
50,60,7,53,593.5,613.97
50,60,7,54,593.5,609.74
50,60,7,55,593.5,622.09
50,60,7,56,593.5,623.09
50,60,7,57,593.5,659.15
50,60,7,58,593.5,647.86
50,60,7,59,593.5,626.93
50,60,7,60,593.5,624.74
50,60,8,0,1163.0,2553.61
50,60,8,1,1066.0,2135.31
50,60,8,2,769.5,1772.65
50,60,8,3,769.5,1554.71
50,60,8,4,769.5,1300.0
50,60,8,5,746.5,1168.87
50,60,8,6,746.5,1072.97
50,60,8,7,660.0,911.29
50,60,8,8,651.5,856.88
50,60,8,9,641.5,795.46
50,60,8,10,630.5,739.77
50,60,8,11,630.5,727.61
50,60,8,12,622.0,707.24
50,60,8,13,622.0,698.04
50,60,8,14,622.0,673.05
50,60,8,15,622.0,676.19
50,60,8,16,621.5,666.7
50,60,8,17,621.5,643.36
50,60,8,18,621.5,680.7
50,60,8,19,621.5,670.09
50,60,8,20,621.5,650.86
50,60,8,21,621.5,698.22
50,60,8,22,621.5,649.54
50,60,8,23,621.5,671.19
50,60,8,24,621.5,678.58
50,60,8,25,621.5,645.11
50,60,8,26,613.0,632.0
50,60,8,27,612.5,648.64
50,60,8,28,612.5,685.34
50,60,8,29,612.5,681.53
50,60,8,30,612.5,649.41
50,60,8,31,612.5,639.97
50,60,8,32,612.5,650.03
50,60,8,33,612.5,641.04
50,60,8,34,612.0,657.97
50,60,8,35,612.0,656.29
50,60,8,36,612.0,691.91
50,60,8,37,609.0,645.44
50,60,8,38,609.0,646.79
50,60,8,39,609.0,630.19
50,60,8,40,609.0,649.38
50,60,8,41,609.0,616.24
50,60,8,42,609.0,667.64
50,60,8,43,609.0,640.38
50,60,8,44,609.0,647.21
50,60,8,45,609.0,644.1
50,60,8,46,609.0,661.62
50,60,8,47,609.0,645.78
50,60,8,48,609.0,625.79
50,60,8,49,609.0,622.58
50,60,8,50,609.0,639.67
50,60,8,51,609.0,636.27
50,60,8,52,609.0,662.52
50,60,8,53,609.0,646.93
50,60,8,54,600.0,641.54
50,60,8,55,600.0,684.12
50,60,8,56,600.0,656.33
50,60,8,57,600.0,636.53
50,60,8,58,600.0,621.25
50,60,8,59,600.0,635.79
50,60,8,60,600.0,625.26
50,150,1,0,1448.5,2677.34
50,150,1,1,1448.5,2204.76
50,150,1,2,1448.5,1859.57
50,150,1,3,1086.5,1740.69
50,150,1,4,994.0,1642.95
50,150,1,5,979.5,1416.66
50,150,1,6,974.5,1276.55
50,150,1,7,899.5,1169.31
50,150,1,8,867.5,1025.33
50,150,1,9,810.0,1021.3
50,150,1,10,810.0,1025.22
50,150,1,11,810.0,997.08
50,150,1,12,717.0,891.02
50,150,1,13,717.0,846.49
50,150,1,14,714.0,821.91
50,150,1,15,630.0,839.91
50,150,1,16,621.0,777.66
50,150,1,17,621.0,730.04
50,150,1,18,621.0,656.53
50,150,1,19,615.5,630.14
50,150,1,20,615.5,657.74
50,150,1,21,615.5,648.78
50,150,1,22,615.5,668.32
50,150,1,23,613.0,661.49
50,150,1,24,604.5,675.72
50,150,1,25,604.5,634.02
50,150,1,26,596.5,643.57
50,150,1,27,596.5,681.7
50,150,1,28,596.5,625.47
50,150,1,29,596.5,621.88
50,150,1,30,596.5,699.78
50,150,1,31,596.5,651.97
50,150,1,32,596.5,619.72
50,150,1,33,596.5,635.41
50,150,1,34,596.5,644.81
50,150,1,35,596.5,650.87
50,150,1,36,596.5,685.83
50,150,1,37,587.5,626.92
50,150,1,38,587.5,634.0
50,150,1,39,582.0,632.16
50,150,1,40,582.0,606.57
50,150,1,41,573.0,624.96
50,150,1,42,573.0,635.36
50,150,1,43,573.0,653.52
50,150,1,44,573.0,635.98
50,150,1,45,573.0,613.35
50,150,1,46,573.0,605.87
50,150,1,47,573.0,599.99
50,150,1,48,573.0,650.26
50,150,1,49,573.0,629.9
50,150,1,50,573.0,590.19
50,150,1,51,573.0,632.75
50,150,1,52,573.0,605.14
50,150,1,53,573.0,607.73
50,150,1,54,573.0,599.12
50,150,1,55,573.0,595.22
50,150,1,56,573.0,596.11
50,150,1,57,573.0,606.23
50,150,1,58,571.5,594.76
50,150,1,59,567.5,626.34
50,150,1,60,567.5,624.19
50,150,1,61,567.5,642.16
50,150,1,62,567.5,635.37
50,150,1,63,567.5,628.71
50,150,1,64,567.5,601.21
50,150,1,65,567.5,658.59
50,150,1,66,567.5,597.92
